scientific_name.x,collapsed_name,dispersal_km,dispersal_checked,source_dispersal,dispersal.original.value,dispersal.original.units,Migration_km,migration_checked,Migration_source,migration.original.value,migration.original.units,mean.hra.m2,home_range_checked,source_hra,hra.original.value,hra.original.unit,Mass_kg,Mass_source,mass checked,number_traits_completed,person,diet,diet_broadest_cat,diet source,media_air_water_land,media_simplified,medium source,media_dispersal_air_land_aquatic_marine,media_migration_air_land_aquatic_marine,media_home range_air_land_aquatic_marine,Migration_km,geographic_range_km2,geographic unit source,IUCN
Proteles cristatus,protelescristatus,NA,,NA,,,NA,,NA,,,1.00E+06,,Gittleman and Harvey (1982),,,8.3,Gittleman and Harvey (1982),,2,,,,,,,,,,,NA,,,
Canis aureus,canisaureus,NA,,NA,,,NA,,NA,,,1.00E+07,,Gittleman and Harvey (1982),,,8.8,,,2,,,,,,,,,,,NA,,,
Lutrogale persicillata,lutrogalepersicillata,NA,,NA,,,NA,,NA,,,7.00E+06,,Gittleman and Harvey (1982),,,8.8,Gittleman and Harvey (1982),,2,,,,,,,,,,,NA,,,
Hyaena hyaena,hyaenahyaena,NA,,NA,,,NA,,NA,,,5.80E+07,,Gittleman and Harvey (1982),,,26.8,Gittleman and Harvey (1982),,2,,,,,,,,,,,NA,,,
Croctua croctua,croctuacroctua,NA,,NA,,,NA,,NA,,,2.50E+07,,Gittleman and Harvey (1982),,,52,Gittleman and Harvey (1982),,2,,,,,,,,,,,NA,,,
Panthera onca,pantheraonca,NA,,NA,,,NA,,NA,,,128610000,,Gonzalez-Borrajo et al 2016,,,84.04077,Tamburello_etal,,2,,,,,,,,,,,NA,,,
Neurotrichus gibbsii,neurotrichusgibbsii,NA,,NA,,,NA,,NA,,,4100,,Harestad and Bunnel 1979,,,0.0095,Harestad and Bunnel 1979,,2,,,,,,,,,,,NA,,,
Microtus oregoni,microtusoregoni,,,,,,,,,,,8100,,Harestad and Bunnel 1979,,,0.02,Harestad and Bunnel 1979,,2,,,,,,,,,,,,,,
Mustela rixosa,mustelarixosa,,,,,,,,,,,32800,,Harestad and Bunnel 1979,,,0.042,Harestad and Bunnel 1979,,2,,,,,,,,,,,,,,
Sciurus griseus,sciurusgriseus,,,,,,,,,,,3000,,Harestad and Bunnel 1979,,,0.5,,,2,,,,,,,,,,,,,,
Sylvilagus auduboni,sylvilagusauduboni,,,,,,,,,,,31800,,Harestad and Bunnel 1979,,,0.963,Harestad and Bunnel 1979,,2,,,,,,,,,,,,,,
Sylvilagus transitionalis,sylvilagustransitionalis,,,,,,,,,,,4600,,Harestad and Bunnel 1979,,,1.191,Harestad and Bunnel 1979,,2,,,,,,,,,,,,,,
Sylvilagus aquaticus,sylvilagusaquaticus,,,,,,,,,,,21200,,Harestad and Bunnel 1979,,,2.198,Harestad and Bunnel 1979,,2,,,,,,,,,,,,,,
Lepus alleni,lepusalleni,,,,,,,,,,,6428200,,Harestad and Bunnel 1979,,,3.632,Harestad and Bunnel 1979,,2,,,,,,,,,,,,,,
Erethizon dorsatum,erethizondrosatum,,,,,,,,,,,112900,,Harestad and Bunnel 1979,,,7.882,Harestad and Bunnel 1979,,2,,,,,,,,,,,,,,
Ailuropoda melanoleuca,ailuropodamelanoleuca,NA,,NA,,,NA,,NA,,,3760000,,Kroshko et al. 2016,,,135,,,2,,,,,,,,,,,NA,,,
Hyaena brunnea,hyaenabrunnea,NA,,NA,,,NA,,NA,,,42600000,,Kroshko et al. 2020,,,43.3,Gittleman & Harvey (1982),,2,,,,,,,,,,,NA,,,
Leptailurus serval,leptailurusserval,NA,,NA,,,NA,,NA,,,30100000,,Kroshko et al. 2022,,,11.7,Gittleman and Harvey (1982),,2,,,,,,,,,,,NA,,,
Prionailurus bengalensis,prionailurusbengalensis,NA,,NA,,,NA,,NA,,,5.20E+07,,Kroshko et al. 2025,,,2.5,Tamburello_etal,,2,,,,,,,,,,,NA,,,
Uncia uncia,unciauncia,NA,,NA,,,NA,,NA,,,35300000,,Kroshko et al. 2027,,,30.50001,Tamburello_etal,,2,,,,,,,,,,,NA,,,
Alopex lagopus,alopexlagopus,NA,,NA,,,NA,,NA,,,2.08E+07,,Lindstedt et al (1986),,,4.98953,Tamburello_etal,,2,,,,,,,,,,,NA,,,
Bassariscus astutus,bassariscusastutus,NA,,NA,,,NA,,NA,,,315000,,Linstedt_etal_1986,,,0.95,,,2,,,,,,,,,,,NA,,,
NA,nothoproctaornata,NA,,NA,,,NA,,NA,,,24300,,Mace & Harvey (1983),,,0.622,,,2,,,,,,,,,,,NA,,,
Lullula arborea,lullulaarborea,NA,,NA,,,NA,,NA,,,83000,,Mace_Harve_1983,,,0.03,Mace_Harvey_1983,,2,,,,,,,,,,,NA,,,
Perognathus longimembris,perognathuslongimembris,NA,,NA,,,NA,,NA,,,3100,,Mace_Harvey_1983,,,0.0083,Mace_Harvey_1983,,2,,,,,,,,,,,NA,,,
NA,setophagacaerulescens,NA,,NA,,,NA,,NA,,,6100,,Mace_Harvey_1983,,,0.0096,Mace_Harvey_1983,,2,,,,,,,,,,,NA,,,
Synaptomys cooperi,synaptomyscooperi,NA,,NA,,,NA,,NA,,,400,,Mace_Harvey_1983,,,0.026,Mace_Harvey_1983,,2,,,,,,,,,,,NA,,,
Apodemus flavicollis,apodemusflavicollis,NA,,NA,,,NA,,NA,,,2200,,Mace_Harvey_1983,,,0.0309,Mace_Harvey_1983,,2,,,,,,,,,,,NA,,,
Onychomys leucogaster,onychomysleucogaster,NA,,NA,,,NA,,NA,,,3400,,Mace_Harvey_1983,,,0.031,Mace_Harvey_1983,,2,,,,,,,,,,,NA,,,
Habia rubica,habiarubica,NA,,NA,,,NA,,NA,,,55000,,Mace_Harvey_1983,,,0.0323,Mace_Harvey_1983,,2,,,,,,,,,,,NA,,,
Cardinalis cardinalis,cardinaliscardinalis,NA,,NA,,,NA,,NA,,,1500,,Mace_Harvey_1983,,,0.0412,Mace_Harvey_1983,,2,,,,,,,,,,,NA,,,
Liomys salvini,liomyssalvini,NA,,NA,,,NA,,NA,,,2000,,Mace_Harvey_1983,,,0.0449,Mace_Harvey_1983,,2,,,,,,,,,,,NA,,,
Melozone fusca,melozonefusca,NA,,NA,,,NA,,NA,,,21100,,Mace_Harvey_1983,,,0.0455,Mace_Harvey_1983,,2,,,,,,,,,,,NA,,,
Hylaeamys megacephalus,hylaeamysmegacephalus,NA,,NA,,,NA,,NA,,,8900,,Mace_Harvey_1983,,,0.0663,Mace_Harvey_1983,,2,,,,,,,,,,,NA,,,
Nucifraga caryocatactes,nucifragacaryocatactes,NA,,NA,,,NA,,NA,,,132300,,Mace_Harvey_1983,,,0.13,Mace_Harvey_1983,,2,,,,,,,,,,,NA,,,
Colinus virginianus,colinusvirginianus,NA,,NA,,,NA,,NA,,,11000,,Mace_Harvey_1983,,,0.2,Mace_Harvey_1983,,2,,,,,,,,,,,NA,,,
Microcavia australis,microcaviaaustralis,NA,,NA,,,NA,,NA,,,5300,,Mace_Harvey_1983,,,0.383,Mace_Harvey_1983,,2,,,,,,,,,,,NA,,,
Cavia aperea,caviaaperea,NA,,NA,,,NA,,NA,,,1300,,Mace_Harvey_1983,,,0.525,Mace_Harvey_1983,,2,,,,,,,,,,,NA,,,
Bonasa umbellus,bonasaumbellus,NA,,NA,,,NA,,NA,,,100000,,Mace_Harvey_1983,,,0.908,Mace_Harvey_1983,,2,,,,,,,,,,,NA,,,
Phasianus colchicus,phasianuscolchicus,NA,,NA,,,NA,,NA,,,125000,,Mace_Harvey_1983,,,1.136,Mace_Harvey_1983,,2,,,,,,,,,,,NA,,,
Centrocercus urophasianus,centrocercusurophasianus,NA,,NA,,,NA,,NA,,,146000,,Mace_Harvey_1983,,,1.75,Tamburello_etal,,2,,,,,,,,,,,NA,,,
Otus flammeolus,otusflammeolus,NA,,NA,,,NA,,NA,,,140000,,makarieva_etal_2005,,,0.055,makarieva_etal_2005,,2,,,,,,,,,,,NA,,,
Ninox natalis,ninoxnatalis,NA,,NA,,,NA,,NA,,,180000,,makarieva_etal_2005,,,0.18,makarieva_etal_2005,,2,,,,,,,,,,,NA,,,
Micrastur gilvicollis,micrasturgilvicollis,NA,,NA,,,NA,,NA,,,360000,,makarieva_etal_2005,,,0.21,makarieva_etal_2005,,2,,,,,,,,,,,NA,,,
Elanus caeruleus,elanuscaeruleus,NA,,NA,,,NA,,NA,,,4.00E+05,,makarieva_etal_2005,,,0.25,makarieva_etal_2005,,2,,,,,,,,,,,NA,,,
Ninox novaeseelandiae,ninoxnovaeseelandiae,NA,,NA,,,NA,,NA,,,1.00E+06,,makarieva_etal_2005,,,0.25,makarieva_etal_2005,,2,,,,,,,,,,,NA,,,
Falco femoralis,falcofemoralis,NA,,NA,,,NA,,NA,,,8400000,,makarieva_etal_2005,,,0.34,makarieva_etal_2005,,2,,,,,,,,,,,NA,,,
Strix varia,strixvaria,NA,,NA,,,NA,,NA,,,2.00E+06,,makarieva_etal_2005,,,0.8,makarieva_etal_2005,,2,,,,,,,,,,,NA,,,
Aquila clanga,aquilaclanga,NA,,NA,,,NA,,NA,,,1.70E+07,,makarieva_etal_2005,,,1.9,makarieva_etal_2005,,2,,,,,,,,,,,NA,,,
Aquila rapax,aquilarapax,NA,,NA,,,NA,,NA,,,7.00E+07,,makarieva_etal_2005,,,2,makarieva_etal_2005,,2,,,,,,,,,,,NA,,,
Terathopius ecaudatus,terathopiusecaudatus,NA,,NA,,,NA,,NA,,,3.00E+07,,makarieva_etal_2005,,,2.25,makarieva_etal_2005,,2,,,,,,,,,,,NA,,,
Stepahnoaetus coronatus,stepahnoaetuscoronatus,NA,,NA,,,NA,,NA,,,7.00E+06,,makarieva_etal_2005,,,3.6,makarieva_etal_2005,,2,,,,,,,,,,,NA,,,
Polemaetus bellicosus,polemaetusbellicosus,NA,,NA,,,NA,,NA,,,2.60E+08,,makarieva_etal_2005,,,4,makarieva_etal_2005,,2,,,,,,,,,,,NA,,,
Pithecophaga jefferyi,pithecophagajefferyi,NA,,NA,,,NA,,NA,,,8.00E+07,,makarieva_etal_2005,,,6.5,makarieva_etal_2005,,2,,,,,,,,,,,NA,,,
NA,sorexvagrans,NA,,NA,,,NA,,NA,,,364.2171,,McNab_1963,,,0.005,,,2,,,,,,,,,,,NA,,,
Reithrodontomys megalotis,reithrodontomysmegalotis,NA,,NA,,,NA,,NA,,,2225.771,,McNab_1963,,,0.009,Mace_Harvey_1983,,2,,,,,,,,,,,NA,,,
Napaeozapus insignis,napaeozapusinsignis,NA,,NA,,,NA,,NA,,,6070.28,,McNab_1963,,,0.026,Mace_Harvey_1983,,2,,,,,,,,,,,NA,,,
Sigmodon hispidus,sigmodonhispidus,NA,,NA,,,NA,,NA,,,2225.771,,McNab_1963,,,0.08,Mace_Harvey_1983,,2,,,,,,,,,,,NA,,,
Galagoides demidoff,galagoidesdemidoff,NA,,NA,,,NA,,NA,,,8000,,Milton_May_1976,,,0.06,Milton_May_1976,,2,,,,,,,,,,,NA,,,
Callicebus moloch,callicebusmoloch,NA,,NA,,,NA,,NA,,,4400,,Milton_May_1976,,,0.6,Milton_May_1976,,2,,,,,,,,,,,NA,,,
Cercopithecus talapoin,ceropithecustalapoin,NA,,NA,,,NA,,NA,,,4000000,,Milton_May_1976,,,1.13,Milton_May_1976,,2,,,,,,,,,,,NA,,,
Cercopithecus aethiops,cercopithecusaethiops,NA,,NA,,,NA,,NA,,,400000,,Milton_May_1976,,,3.8,Milton_May_1976,,2,,,,,,,,,,,NA,,,
Presbytis senex,presbytissenex,NA,,NA,,,NA,,NA,,,120000,,Milton_May_1976,,,5.98,Milton_May_1976,,2,,,,,,,,,,,NA,,,
Presbytis cristatus,presbytiscristatus,NA,,NA,,,NA,,NA,,,200000,,Milton_May_1976,,,6.3,Milton_May_1976,,2,,,,,,,,,,,NA,,,
Colopus badia,colopusbadia,NA,,NA,,,NA,,NA,,,1000000,,Milton_May_1976,,,8,Milton_May_1976,,2,,,,,,,,,,,NA,,,
Colopus guereza,colopusguereza,NA,,NA,,,NA,,NA,,,200000,,Milton_May_1976,,,8,Milton_May_1976,,2,,,,,,,,,,,NA,,,
Presbytis johnii,presbytisjohnii,NA,,NA,,,NA,,NA,,,1600000,,Milton_May_1976,,,8.17,Milton_May_1976,,2,,,,,,,,,,,NA,,,
Presbytis entellus,presbytisentellus,NA,,NA,,,NA,,NA,,,6300000,,Milton_May_1976,,,17.2,Milton_May_1976,,2,,,,,,,,,,,NA,,,
coliformbacteria,coliformbacteria,1.2,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,2.00E-17,,,2,,,,,,,,,,,NA,,,
Anabaena,anabaena,0.032,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,1.00E-12,,,2,,,,,,,,,,,NA,,,
Dasyobolusimmersus,dasyobolusimmersus,3.00E-05,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,1.00E-12,,,2,,,,,,,,,,,NA,,,
Pilobolus,pilobolus,0.003,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,1.00E-12,,,2,,,,,,,,,,,NA,,,
Podosporafinicola,podosporafinicola,3.00E-05,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,1.00E-12,,,2,,,,,,,,,,,NA,,,
Pseudomonasrhizobium,pseudomonasrhizobium,2.00E-05,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,2.00E-12,,,2,,,,,,,,,,,NA,,,
Loxodes,loxodes,0.007,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,7.00E-09,,,2,,,,,,,,,,,NA,,,
Dosophiliapseudoobscura,dosophiliapseudoobscura,14.6,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,1.00E-07,,,2,,,,,,,,,,,NA,,,
Aphis fabae,aphisfabae,NA,,NA,,,1300,,Hein_Gillooly_2011,,,NA,,NA,,,8.80E-07,Hein_Gillooly_2011,,2,,,,,,,,,,,1300,,,
Simuliumdamnosum,simuliumdamnosum,4.00E+02,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,1.00E-06,,,2,,,,,,,,,,,NA,,,
Aedessollicitans,aedessollicitans,177,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,2.25E-06,,,2,,,,,,,,,,,NA,,,
Aedestaenerhencys,aedestaenerhencys,32,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,2.25E-06,,,2,,,,,,,,,,,NA,,,
Aedesvexans,aedesvexans,740,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,2.25E-06,,,2,,,,,,,,,,,NA,,,
Aedesvigilax,aedesvigilax,97,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,2.25E-06,,,2,,,,,,,,,,,NA,,,
Helisomatrivolis,helisomatrivolis,10,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,2.50E-06,,,2,,,,,,,,,,,NA,,,
Lynnaeastagnalis,lynnaeastagnalis,10,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,2.50E-06,,,2,,,,,,,,,,,NA,,,
Stagincolaelodes,stagincolaelodes,10,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,2.50E-06,,,2,,,,,,,,,,,NA,,,
Spirostomum,spirostomum,0.007,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,3.00E-06,,,2,,,,,,,,,,,NA,,,
NA,nysiusvinitor,NA,,NA,,,300,,Hein_Gillooly_2011,,,NA,,NA,,,3.90E-06,Hein_Gillooly_2011,,2,,,,,,,,,,,300,,,
Gumagagriseola,gumagagriseola,0.436,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,5.50E-06,,,2,,,,,,,,,,,NA,,,
Gaimardiatrapesina,gaimardiatrapesina,2000,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,6.00E-06,,,2,,,,,,,,,,,NA,,,
NA,muscavetustissima,NA,,NA,,,600,,Hein_Gillooly_2011,,,NA,,NA,,,1.40E-05,Hein_Gillooly_2011,,2,,,,,,,,,,,600,,,
Cheumatopsychespp.,cheumatopsychespp.,5,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,1.76E-05,,,2,,,,,,,,,,,NA,,,
Circulifertenellus,circulifertenellus,350,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,2.00E-05,,,2,,,,,,,,,,,NA,,,
NA,nomophilanoctuella,NA,,NA,,,2400,,Hein_Gillooly_2011,,,NA,,NA,,,2.10E-05,Hein_Gillooly_2011,,2,,,,,,,,,,,2400,,,
Coenigronmercuriale,coenigronmercuriale,1.79,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,3.30E-05,,,2,,,,,,,,,,,NA,,,
Hexageniaspp.,hexageniaspp.,5,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,6.47E-05,,,2,,,,,,,,,,,NA,,,
Allolobophoracaliginosa,allolobophoracaliginosa,0.013,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,6.70E-05,,,2,,,,,,,,,,,NA,,,
Allolobophoralonga,allolobophoralonga,0.013,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,6.70E-05,,,2,,,,,,,,,,,NA,,,
Lumbricusrubellus,lumbricusrubellus,0.013,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,7.10E-05,,,2,,,,,,,,,,,NA,,,
Lumbricusterrestris,lumbricusterrestris,0.019,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,7.10E-05,,,2,,,,,,,,,,,NA,,,
Calopteryxspp.,calopteryxspp,0.7,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,8.50E-05,,,2,,,,,,,,,,,NA,,,
NA,pantalaflavescens,NA,,NA,,,3500,,Hein_Gillooly_2011,,,NA,,NA,,,8.80E-05,Hein_Gillooly_2011,,2,,,,,,,,,,,3500,,,
Mixophyes iteratus,mixophyesiteratus,0.268,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,9.44E-05,,,2,,,,,,,,,,,NA,,,
Phyllomedusa bicolor,phyllomedusabicolor,0.0466,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,9.44E-05,,,2,,,,,,,,,,,NA,,,
Aphiscraccivora,aphiscraccivora,483,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,0.00015,,,2,,,,,,,,,,,NA,,,
Leptinotarsadecemlineata,leptinotarsadecemlineata,1.4,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,0.00015,,,2,,,,,,,,,,,NA,,,
Syrphusribessi,syrphusribessi,1290,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,0.00015,,,2,,,,,,,,,,,NA,,,
NA,phoebissennae,NA,,NA,,,1500,,Hein_Gillooly_2011,,,NA,,NA,,,0.00016,Hein_Gillooly_2011,,2,,,,,,,,,,,1500,,,
NA,pseudaletiaunipuncta,NA,,NA,,,1600,,Hein_Gillooly_2011,,,NA,,NA,,,0.00019,Hein_Gillooly_2011,,2,,,,,,,,,,,1600,,,
Aglaisurticae,aglaisurticae,150,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,2.00E-04,,,2,,,,,,,,,,,NA,,,
Diabrotica undecimpuntata,diabroticaundecimpuntata,806,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,2.00E-04,,,2,,,,,,,,,,,NA,,,
Hemilepistusreaumuri,hemilepistusreaumuri,1.1,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,2.00E-04,,,2,,,,,,,,,,,NA,,,
Phytometrabiloba,phytometrabiloba,5600,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,2.00E-04,,,2,,,,,,,,,,,NA,,,
Pseudaletiaseparata,pseudaletiaseparata,1400,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,2.00E-04,,,2,,,,,,,,,,,NA,,,
NA,helicoverpazea,NA,,NA,,,1600,,Hein_Gillooly_2011,,,NA,,NA,,,0.00021,Hein_Gillooly_2011,,2,,,,,,,,,,,1600,,,
Leuctraferruginea,leuctraferruginea,0.73,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,0.00025,,,2,,,,,,,,,,,NA,,,
NA,agrotisinfusa,NA,,NA,,,800,,Hein_Gillooly_2011,,,NA,,NA,,,0.00033,Hein_Gillooly_2011,,2,,,,,,,,,,,800,,,
NA,uraniafulgens,NA,,NA,,,1900,,Hein_Gillooly_2011,,,NA,,NA,,,0.00042,Hein_Gillooly_2011,,2,,,,,,,,,,,1900,,,
Notophthalmus perstriatus,notophthalmusperstriatus,0.709,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,0.0006955,,,2,,,,,,,,,,,NA,,,
Eurycea quadridigitata,euryceaquadridigitata,6.00E-01,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,0.000858,,,2,,,,,,,,,,,NA,,,
Anoplophora glabripennis,anoplophoraglabripennis,0.234,,Trotter 2015,,,NA,,NA,,,NA,,NA,,,0.001,,,2,,,,,,,,,,,NA,,,
Chrysochusauratus,chrysochusauratus,4.2,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,0.001,,,2,,,,,,,,,,,NA,,,
Dorcadionfuliginator,dorcadionfuliginator,0.218,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,0.001,,,2,,,,,,,,,,,NA,,,
NA,hemianaxephippiger,NA,,NA,,,3000,,Hein_Gillooly_2011,,,NA,,NA,,,0.001,Hein_Gillooly_2011,,2,,,,,,,,,,,3000,,,
Pseudacteontricuspis,pseudacteontricuspis,4,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,0.001,,,2,,,,,,,,,,,NA,,,
Rhyssomatuslineaticollis,rhyssomatuslineaticollis,0.68,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,0.001,,,2,,,,,,,,,,,NA,,,
NA,anaxjunius,NA,,NA,,,2800,,Hein_Gillooly_2011,,,NA,,NA,,,0.0012,Hein_Gillooly_2011,,2,,,,,,,,,,,2800,,,
NA,lissotritonhelveticus,NA,,NA,,,0.4,,Trochet_etal,,,NA,,NA,,,0.0013,Trochet_etal,,2,,,,,,,,,,,0.4,,,
Eleutherodactylus fitzingeri,eleutherodactylusfitzingeri,0.035,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,0.00133,,,2,,,,,,,,,,,NA,,,
Physalaemus pustulosus,physalaemuspustulosus,0.82,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,0.00133,,,2,,,,,,,,,,,NA,,,
Leiopelma hochstetteri,leiopelmahochstetteri,0.0127,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,0.00143,,,2,,,,,,,,,,,NA,,,
NA,lissotritonboscai,NA,,NA,,,0.08,,Trochet_etal,,,NA,,NA,,,0.00177,Trochet_etal,,2,,,,,,,,,,,0.08,,,
Pseudacris maculata,pseudacrismaculata,0.686,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,0.00179,,,2,,,,,,,,,,,NA,,,
Triturus alpestris,triturusalpestris,0.5,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,0.00193,,,2,,,,,,,,,,,NA,,,
NA,chioglossalusitanica,NA,,NA,,,0.7,,Trochet_etal,,,NA,,NA,,,0.002,Trochet_etal,,2,,,,,,,,,,,0.7,,,
Eurycea bislineata,euryceabislineata,0.42,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,0.00201,,,2,,,,,,,,,,,NA,,,
Hyla regilla,hylaregilla,1.9,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,0.00227,,,2,,,,,,,,,,,NA,,,
Syrrhophus marnocki,syrrhophusmarnocki,0.38,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,0.00228,,,2,,,,,,,,,,,NA,,,
Plethodon cinereus,plethodoncinereus,0.09,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,0.00235,,,2,,,,,,,,,,,NA,,,
Rhyacotritdon cascade,rhyacotritdoncascade,0.00609,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,0.00245,,,2,,,,,,,,,,,NA,,,
NA,lissotritonvulgaris,NA,,NA,,,0.0345,,Trochet_etal,,,NA,,NA,,,0.00268,Trochet_etal,,2,,,,,,,,,,,0.0345,,,
NA,mesotritonalpestris,NA,,NA,,,0.2,,Trochet_etal,,,NA,,NA,,,0.00296,Trochet_etal,,2,,,,,,,,,,,0.2,,,
Sorex nanus,sorexnanus,4.16,,Prugh_etal,,,NA,,NA,,,NA,,NA,,,0.003,,,2,,,,,,,,,,,NA,,,
Ambystoma laterale,ambystomalaterale,0.405,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,0.00305,,,2,,,,,,,,,,,NA,,,
Notophthalmus viridescens,notophthalmusviridescens,1,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,0.00305,,,2,,,,,,,,,,,NA,,,
NA,hylasarda,NA,,NA,,,12.6,,Trochet_etal,,,NA,,NA,,,0.00318,Trochet_etal,,2,,,,,,,,,,,12.6,,,
NA,selasphorussasin,NA,,NA,,,810,,Hein_Gillooly_2011,,,NA,,NA,,,0.0032,Hein_Gillooly_2011,,2,,,,,,,,,,,810,,,
Archilochus colubris,archilochuscolubris,NA,,NA,,,2757,,La Sorte et al. 2016,,,NA,,NA,,,0.0033,Hein_Gillooly_2011,,2,,,,,,,,,,,2757,,,
Triturus vulgaris,triturusvulgaris,0.182,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,0.00339,,,2,,,,,,,,,,,NA,,,
Gastrophryne carolinensis,gastrophrynecarolinensis,0.914,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,0.003505,,,2,,,,,,,,,,,NA,,,
NA,selasphorusrufus,NA,,NA,,,4086,,La Sorte et al. 2016,,,NA,,NA,,,0.0037,Hein_Gillooly_2011,,2,,,,,,,,,,,4086,,,
Dendrobates pumilio,dendrobatespumilio,0.02,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,0.00381,,,2,,,,,,,,,,,NA,,,
Atelopus varius,atelopusvarius,0.02,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,0.00388,,,2,,,,,,,,,,,NA,,,
Plethodon vehiculum,plethodonvehiculum,0.0085,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,0.003935,,,2,,,,,,,,,,,NA,,,
Sorex araneus,sorexaraneus,0.869,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,0.004,,,2,,,,,,,,,,,NA,,,
Sorex longirostris,sorexlongirostris,5.14,,Prugh_etal,,,NA,,NA,,,NA,,NA,,,0.004,,,2,,,,,,,,,,,NA,,,
Aneides aeneus,aneidesaeneus,0.106,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,0.00401,,,2,,,,,,,,,,,NA,,,
Ensatina eschscholtzii platensis,ensatinaeschscholtzii platensis,0.15,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,0.00415,,,2,,,,,,,,,,,NA,,,
Gastrophryne olivacea,gastrophryneolivacea,0.61,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,0.00433,,,2,,,,,,,,,,,NA,,,
NA,calypteanna,NA,,NA,,,279,,La Sorte et al. 2016,,,NA,,NA,,,0.0048,Mace_Harvey_1983,,2,,,,,,,,,,,279,,,
